racename,riderposition,ridername,riderteam
Paris-Roubaix,18,VAN DIJKE Mick,Red Bull - BORA - hansgrohe
Paris-Roubaix,19,MAYRHOFER Marius,Tudor Pro Cycling Team
Paris-Roubaix,20,VAN DER HOORN Taco,Intermarché - Wanty
Paris-Roubaix,21,JACOBS Johan,Groupama - FDJ
Paris-Roubaix,22,DE BONDT Dries,Decathlon AG2R La Mondiale Team
Paris-Roubaix,23,BAUHAUS Phil,Bahrain - Victorious
Paris-Roubaix,24,MORGADO António,UAE Team Emirates - XRG
Paris-Roubaix,25,DAUPHIN Florian,Team TotalEnergies
Paris-Roubaix,26,RESELL Erik Nordsæter,Uno-X Mobility
Paris-Roubaix,27,HUENS Axel,Unibet Tietema Rockets
Paris-Roubaix,28,LAMPAERT Yves,Soudal Quick-Step
Paris-Roubaix,29,BOL Cees,XDS Astana Team
Paris-Roubaix,30,VAN DIJKE Tim,Red Bull - BORA - hansgrohe
Paris-Roubaix,31,PEDERSEN Rasmus Søjberg,Decathlon AG2R La Mondiale Team
Paris-Roubaix,32,FRISON Frederik,Q36.5 Pro Cycling Team
Paris-Roubaix,33,KOPECKÝ Tomáš,Unibet Tietema Rockets
Paris-Roubaix,34,PLANCKAERT Edward,Alpecin - Deceuninck
Paris-Roubaix,35,VAN BAARLE Dylan,Team Visma | Lease a Bike
Paris-Roubaix,36,MERLIER Tim,Soudal Quick-Step
Paris-Roubaix,37,NIZZOLO Giacomo,Q36.5 Pro Cycling Team
Paris-Roubaix,38,BIERMANS Jenthe,Arkéa - B&B Hotels
Paris-Roubaix,39,TURGIS Anthony,Team TotalEnergies
Paris-Roubaix,40,GRIGNARD Sébastien,Lotto
Paris-Roubaix,41,TOUZÉ Damien,Cofidis
Paris-Roubaix,42,WÆRENSKJOLD Søren,Uno-X Mobility
Paris-Roubaix,43,KÜNG Stefan,Groupama - FDJ
Paris-Roubaix,44,BRENNAN Matthew,Team Visma | Lease a Bike
Paris-Roubaix,45,ANIOŁKOWSKI Stanisław,Cofidis
Paris-Roubaix,46,KUBIŠ Lukáš,Unibet Tietema Rockets
Paris-Roubaix,47,HOFSTETTER Hugo,Israel - Premier Tech
Paris-Roubaix,48,BOIVIN Guillaume,Israel - Premier Tech
Paris-Roubaix,49,VAN MECHELEN Vlad,Bahrain - Victorious
Paris-Roubaix,50,BJERG Mikkel,UAE Team Emirates - XRG
Paris-Roubaix,51,BEULLENS Cedric,Lotto
Paris-Roubaix,52,TARLING Joshua,INEOS Grenadiers
Paris-Roubaix,53,MEEUS Jordi,Red Bull - BORA - hansgrohe
Paris-Roubaix,54,GIDDINGS Joshua,Lotto
Paris-Roubaix,55,STOKBRO Andreas,Unibet Tietema Rockets
Paris-Roubaix,56,BITTNER Pavel,Team Picnic PostNL
Paris-Roubaix,57,VAN ASBROECK Tom,Israel - Premier Tech
Paris-Roubaix,58,KELEMEN Petr,Tudor Pro Cycling Team
Paris-Roubaix,59,WALSCHEID Max,Team Jayco AlUla
Paris-Roubaix,60,LIENHARD Fabian,Tudor Pro Cycling Team
Paris-Roubaix,61,ASGREEN Kasper,EF Education - EasyPost
Paris-Roubaix,62,RUSSO Clément,Groupama - FDJ
Paris-Roubaix,63,DE BUYST Jasper,Lotto
Paris-Roubaix,64,DOULL Owain,EF Education - EasyPost
Paris-Roubaix,65,SHEEHAN Riley,Israel - Premier Tech
Paris-Roubaix,66,RICKAERT Jonas,Alpecin - Deceuninck
Paris-Roubaix,67,FEDOROV Yevgeniy,XDS Astana Team
Paris-Roubaix,68,VAN HOECKE Gijs,Intermarché - Wanty
Paris-Roubaix,69,VERMOTE Julien,Team Visma | Lease a Bike
Paris-Roubaix,70,DUJARDIN Sandy,Team TotalEnergies
Paris-Roubaix,71,PASQUALON Andrea,Bahrain - Victorious
Paris-Roubaix,72,ROMELE Alessandro,XDS Astana Team
Paris-Roubaix,73,WALKER Max,EF Education - EasyPost
Paris-Roubaix,74,KLUCKERS Arthur,Tudor Pro Cycling Team
Paris-Roubaix,75,BYSTRØM Sven Erik,Groupama - FDJ
Paris-Roubaix,76,TOWNSEND Rory,Q36.5 Pro Cycling Team
Paris-Roubaix,77,STOCKMAN Abram,Unibet Tietema Rockets
Paris-Roubaix,78,WATSON Samuel,INEOS Grenadiers
Paris-Roubaix,79,HEIDUK Kim,INEOS Grenadiers
Paris-Roubaix,80,MOSCHETTI Matteo,Q36.5 Pro Cycling Team
Paris-Roubaix,81,SWIFT Ben,INEOS Grenadiers
Paris-Roubaix,82,CHAMBERLAIN Oscar,Decathlon AG2R La Mondiale Team
Paris-Roubaix,83,GAUTHERAT Pierre,Decathlon AG2R La Mondiale Team
Paris-Roubaix,84,VAN MOER Brent,Lotto
Paris-Roubaix,85,VAN SINTMAARTENSDIJK Roel,Intermarché - Wanty
Paris-Roubaix,86,DE VRIES Hartthijs,Unibet Tietema Rockets
Paris-Roubaix,87,SEGAERT Alec,Lotto
Paris-Roubaix,88,CAMPRUBÍ Marcel,Q36.5 Pro Cycling Team
Paris-Roubaix,89,ROBEET Ludovic,Cofidis
Paris-Roubaix,90,SCHWARZMANN Michael,Israel - Premier Tech
Paris-Roubaix,91,BLUME LEVY William,Uno-X Mobility
Paris-Roubaix,92,TURNER Ben,INEOS Grenadiers
Paris-Roubaix,93,TILLER Rasmus,Uno-X Mobility
Paris-Roubaix,94,NAESEN Oliver,Decathlon AG2R La Mondiale Team
Paris-Roubaix,95,STUYVEN Jasper,Lidl - Trek
Paris-Roubaix,96,PETIT Adrien,Intermarché - Wanty
Paris-Roubaix,97,BLOEM Joren,Unibet Tietema Rockets
Paris-Roubaix,98,BARTHE Cyril,Groupama - FDJ
Paris-Roubaix,99,ROOSEN Timo,Team Picnic PostNL
Paris-Roubaix,100,LE HUITOUZE Eddy,Groupama - FDJ
Paris-Roubaix,101,MILAN Jonathan,Lidl - Trek
Paris-Roubaix,102,EPIS Giosuè,Arkéa - B&B Hotels
Paris-Roubaix,103,DONALDSON Robert,Team Jayco AlUla
Paris-Roubaix,104,MIKUTIS Aivaras,Tudor Pro Cycling Team
Paris-Roubaix,105,KOGUT Oded,Israel - Premier Tech
Paris-Roubaix,106,FLYNN Sean,Team Picnic PostNL
Paris-Roubaix,107,ROOTKIN-GRAY Jack,EF Education - EasyPost
Paris-Roubaix,108,SIMMONS Colby,EF Education - EasyPost
Paris-Roubaix,109,BRUNEL Alexys,Team TotalEnergies
Paris-Roubaix,110,ALBANESE Vincenzo,EF Education - EasyPost
Paris-Roubaix,111,VEISTROFFER Baptiste,Lotto
Paris-Roubaix,112,SCOTSON Miles,Arkéa - B&B Hotels
Paris-Roubaix,113,THIERRY Pierre,Arkéa - B&B Hotels
Paris-Roubaix,114,SKERL Daniel,Bahrain - Victorious
Paris-Roubaix,115,RACCAGNI NOVIERO Andrea,Soudal Quick-Step
Paris-Roubaix,116,VACEK Mathias,Lidl - Trek
Paris-Roubaix,117,LAZKANO Oier,Red Bull - BORA - hansgrohe
Paris-Roubaix,500,LOZOUET Léandre,Arkéa - B&B Hotels
Paris-Roubaix,500,MEZGEC Luka,Team Jayco AlUla
Paris-Roubaix,500,KRIJNSEN Jelte,Team Jayco AlUla
Paris-Roubaix,500,GAMPER Patrick,Team Jayco AlUla
Paris-Roubaix,500,PICKRELL Riley,Israel - Premier Tech
Paris-Roubaix,500,REINDERS Elmar,Team Jayco AlUla
Paris-Roubaix,500,LEROUX Samuel,Team TotalEnergies
Paris-Roubaix,500,CIMOLAI Davide,Movistar Team
Paris-Roubaix,500,DÉMARE Arnaud,Arkéa - B&B Hotels
Paris-Roubaix,500,GRADEK Kamil,Bahrain - Victorious
Paris-Roubaix,500,MOHORIČ Matej,Bahrain - Victorious
Paris-Roubaix,500,RENARD Alexis,Cofidis
Paris-Roubaix,500,SOUPE Geoffrey,Team TotalEnergies
Paris-Roubaix,500,SÜTTERLIN Jasha,Team Jayco AlUla
Paris-Roubaix,500,NORSGAARD Mathias,Movistar Team
Paris-Roubaix,500,AFFINI Edoardo,Team Visma | Lease a Bike
Paris-Roubaix,500,PESCADOR Diego,Movistar Team
Paris-Roubaix,500,TORRES Albert,Movistar Team
Paris-Roubaix,500,EDDY Patrick,Team Picnic PostNL
Paris-Roubaix,500,LEIJNSE Enzo,Team Picnic PostNL
Paris-Roubaix,500,MÄRKL Niklas,Team Picnic PostNL
Paris-Roubaix,500,VAN DEN BERG Julius,Team Picnic PostNL
Paris-Roubaix,500,STEIMLE Jannik,Q36.5 Pro Cycling Team
Paris-Roubaix,500,MORO Manlio,Movistar Team
Paris-Roubaix,500,KNIGHT Oliver,Cofidis
Paris-Roubaix,500,GARCÍA CORTINA Iván,Movistar Team
Paris-Roubaix,500,VAN POPPEL Danny,Red Bull - BORA - hansgrohe
Paris-Roubaix,500,SERRANO Gonzalo,Movistar Team
Paris-Roubaix,500,DILLIER Silvan,Alpecin - Deceuninck
Paris-Roubaix,500,RIESEBEEK Oscar,Alpecin - Deceuninck
Paris-Roubaix,500,VERMEERSCH Gianni,Alpecin - Deceuninck
Paris-Roubaix,500,DECLERCQ Tim,Lidl - Trek
Paris-Roubaix,500,THEUNS Edward,Lidl - Trek
Paris-Roubaix,500,MOLANO Juan Sebastián,UAE Team Emirates - XRG
Paris-Roubaix,500,POLITT Nils,UAE Team Emirates - XRG
Paris-Roubaix,500,WELLENS Tim,UAE Team Emirates - XRG
Paris-Roubaix,500,HAGENES Per Strand,Team Visma | Lease a Bike
Paris-Roubaix,500,ASKEY Lewis,Groupama - FDJ
Paris-Roubaix,500,SWIFT Connor,INEOS Grenadiers
Paris-Roubaix,500,PITHIE Laurence,Red Bull - BORA - hansgrohe
Paris-Roubaix,500,IZQUIERDO Clément,Cofidis
Paris-Roubaix,500,DE PESTEL Sander,Decathlon AG2R La Mondiale Team
Paris-Roubaix,500,KRISTOFF Alexander,Uno-X Mobility
Paris-Roubaix,500,ABRAHAMSEN Jonas,Uno-X Mobility
Paris-Roubaix,500,BASTIAENS Ayco,Soudal Quick-Step
Paris-Roubaix,500,LAMPERTI Luke,Soudal Quick-Step
Paris-Roubaix,500,VAN LERBERGHE Bert,Soudal Quick-Step
Paris-Roubaix,500,WARLOP Jordi,Soudal Quick-Step
Paris-Roubaix,500,BALLERINI Davide,XDS Astana Team
Paris-Roubaix,500,GAZZOLI Michele,XDS Astana Team
Paris-Roubaix,500,TONEATTI Davide,XDS Astana Team
Paris-Roubaix,500,DE GENDT Aimé,Cofidis
Paris-Roubaix,500,MULLEN Ryan,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,1,POGAČAR Tadej,UAE Team Emirates - XRG
Ronde van Vlaanderen - Tour des Flandres ME,2,PEDERSEN Mads,Lidl - Trek
Ronde van Vlaanderen - Tour des Flandres ME,3,VAN DER POEL Mathieu,Alpecin - Deceuninck
Ronde van Vlaanderen - Tour des Flandres ME,4,VAN AERT Wout,Team Visma | Lease a Bike
Ronde van Vlaanderen - Tour des Flandres ME,5,STUYVEN Jasper,Lidl - Trek
Ronde van Vlaanderen - Tour des Flandres ME,6,BENOOT Tiesj,Team Visma | Lease a Bike
Ronde van Vlaanderen - Tour des Flandres ME,7,KÜNG Stefan,Groupama - FDJ
Ronde van Vlaanderen - Tour des Flandres ME,8,GANNA Filippo,INEOS Grenadiers
Ronde van Vlaanderen - Tour des Flandres ME,9,GARCÍA CORTINA Iván,Movistar Team
Ronde van Vlaanderen - Tour des Flandres ME,10,BALLERINI Davide,XDS Astana Team
Ronde van Vlaanderen - Tour des Flandres ME,11,PITHIE Laurence,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,12,TEUNISSEN Mike,XDS Astana Team
Ronde van Vlaanderen - Tour des Flandres ME,13,MATTHEWS Michael,Team Jayco AlUla
Ronde van Vlaanderen - Tour des Flandres ME,14,HOELGAARD Markus,Uno-X Mobility
Ronde van Vlaanderen - Tour des Flandres ME,15,VERMEERSCH Gianni,Alpecin - Deceuninck
Ronde van Vlaanderen - Tour des Flandres ME,16,PARET-PEINTRE Aurélien,Decathlon AG2R La Mondiale Team
Ronde van Vlaanderen - Tour des Flandres ME,17,MADOUAS Valentin,Groupama - FDJ
Ronde van Vlaanderen - Tour des Flandres ME,18,KIELICH Timo,Alpecin - Deceuninck
Ronde van Vlaanderen - Tour des Flandres ME,19,BISSEGGER Stefan,Decathlon AG2R La Mondiale Team
Ronde van Vlaanderen - Tour des Flandres ME,20,SHEFFIELD Magnus,INEOS Grenadiers
Ronde van Vlaanderen - Tour des Flandres ME,21,MOHORIČ Matej,Bahrain - Victorious
Ronde van Vlaanderen - Tour des Flandres ME,22,TRENTIN Matteo,Tudor Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,23,WRIGHT Fred,Bahrain - Victorious
Ronde van Vlaanderen - Tour des Flandres ME,24,PLUIMERS Rick,Tudor Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,25,TILLER Rasmus,Uno-X Mobility
Ronde van Vlaanderen - Tour des Flandres ME,26,REX Laurenz,Intermarché - Wanty
Ronde van Vlaanderen - Tour des Flandres ME,27,FEDOROV Yevgeniy,XDS Astana Team
Ronde van Vlaanderen - Tour des Flandres ME,28,DE GENDT Aimé,Cofidis
Ronde van Vlaanderen - Tour des Flandres ME,29,VAN DIJKE Mick,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,30,DOULL Owain,EF Education - EasyPost
Ronde van Vlaanderen - Tour des Flandres ME,31,BOL Cees,XDS Astana Team
Ronde van Vlaanderen - Tour des Flandres ME,32,SEGAERT Alec,Lotto
Ronde van Vlaanderen - Tour des Flandres ME,33,RUTSCH Jonas,Intermarché - Wanty
Ronde van Vlaanderen - Tour des Flandres ME,34,LIVYNS Arjen,Lotto
Ronde van Vlaanderen - Tour des Flandres ME,35,GIRMAY Biniam,Intermarché - Wanty
Ronde van Vlaanderen - Tour des Flandres ME,36,AULAR Orluis,Movistar Team
Ronde van Vlaanderen - Tour des Flandres ME,37,SKUJIŅŠ Toms,Lidl - Trek
Ronde van Vlaanderen - Tour des Flandres ME,38,LAMPAERT Yves,Soudal Quick-Step
Ronde van Vlaanderen - Tour des Flandres ME,39,VAN MOER Brent,Lotto
Ronde van Vlaanderen - Tour des Flandres ME,40,BLACKMORE Joseph,Israel - Premier Tech
Ronde van Vlaanderen - Tour des Flandres ME,41,TEUNS Dylan,Cofidis
Ronde van Vlaanderen - Tour des Flandres ME,42,POWLESS Neilson,EF Education - EasyPost
Ronde van Vlaanderen - Tour des Flandres ME,43,VERMEERSCH Florian,UAE Team Emirates - XRG
Ronde van Vlaanderen - Tour des Flandres ME,44,HONORÉ Mikkel Frølich,EF Education - EasyPost
Ronde van Vlaanderen - Tour des Flandres ME,45,HALLER Marco,Tudor Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,46,VAN BAARLE Dylan,Team Visma | Lease a Bike
Ronde van Vlaanderen - Tour des Flandres ME,47,JORGENSON Matteo,Team Visma | Lease a Bike
Ronde van Vlaanderen - Tour des Flandres ME,48,BRAET Vito,Intermarché - Wanty
Ronde van Vlaanderen - Tour des Flandres ME,49,RUSSO Clément,Groupama - FDJ
Ronde van Vlaanderen - Tour des Flandres ME,50,STRONG Corbin,Israel - Premier Tech
Ronde van Vlaanderen - Tour des Flandres ME,51,CANAL Carlos,Movistar Team
Ronde van Vlaanderen - Tour des Flandres ME,52,VAN DIJKE Tim,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,53,HAGENES Per Strand,Team Visma | Lease a Bike
Ronde van Vlaanderen - Tour des Flandres ME,54,VAN MECHELEN Vlad,Bahrain - Victorious
Ronde van Vlaanderen - Tour des Flandres ME,55,KRISTOFF Alexander,Uno-X Mobility
Ronde van Vlaanderen - Tour des Flandres ME,56,NIZZOLO Giacomo,Q36.5 Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,57,CHAMBERLAIN Oscar,Decathlon AG2R La Mondiale Team
Ronde van Vlaanderen - Tour des Flandres ME,58,DÉMARE Arnaud,Arkéa - B&B Hotels
Ronde van Vlaanderen - Tour des Flandres ME,59,TURNER Ben,INEOS Grenadiers
Ronde van Vlaanderen - Tour des Flandres ME,60,TOUZÉ Damien,Cofidis
Ronde van Vlaanderen - Tour des Flandres ME,61,WALSCHEID Max,Team Jayco AlUla
Ronde van Vlaanderen - Tour des Flandres ME,62,MAGNIER Paul,Soudal Quick-Step
Ronde van Vlaanderen - Tour des Flandres ME,63,KRIJNSEN Jelte,Team Jayco AlUla
Ronde van Vlaanderen - Tour des Flandres ME,64,PEDERSEN Rasmus Søjberg,Decathlon AG2R La Mondiale Team
Ronde van Vlaanderen - Tour des Flandres ME,65,CHRISTEN Fabio,Q36.5 Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,66,POLITT Nils,UAE Team Emirates - XRG
Ronde van Vlaanderen - Tour des Flandres ME,67,ABRAHAMSEN Jonas,Uno-X Mobility
Ronde van Vlaanderen - Tour des Flandres ME,68,TONEATTI Davide,XDS Astana Team
Ronde van Vlaanderen - Tour des Flandres ME,69,VAN HEMELEN Vincent,Team Flanders - Baloise
Ronde van Vlaanderen - Tour des Flandres ME,70,GRIGNARD Sébastien,Lotto
Ronde van Vlaanderen - Tour des Flandres ME,71,RENARD Alexis,Cofidis
Ronde van Vlaanderen - Tour des Flandres ME,72,GAZZOLI Michele,XDS Astana Team
Ronde van Vlaanderen - Tour des Flandres ME,73,LIENHARD Fabian,Tudor Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,74,FLYNN Sean,Team Picnic PostNL
Ronde van Vlaanderen - Tour des Flandres ME,75,DONALDSON Robert,Team Jayco AlUla
Ronde van Vlaanderen - Tour des Flandres ME,76,PASQUALON Andrea,Bahrain - Victorious
Ronde van Vlaanderen - Tour des Flandres ME,77,O'BRIEN Kelland,Team Jayco AlUla
Ronde van Vlaanderen - Tour des Flandres ME,78,REINDERINK Pepijn,Soudal Quick-Step
Ronde van Vlaanderen - Tour des Flandres ME,79,PEDERSEN Casper,Soudal Quick-Step
Ronde van Vlaanderen - Tour des Flandres ME,80,VACEK Mathias,Lidl - Trek
Ronde van Vlaanderen - Tour des Flandres ME,81,WATSON Samuel,INEOS Grenadiers
Ronde van Vlaanderen - Tour des Flandres ME,82,TOWNSEND Rory,Q36.5 Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,83,HOOLE Daan,Lidl - Trek
Ronde van Vlaanderen - Tour des Flandres ME,84,EENKHOORN Pascal,Soudal Quick-Step
Ronde van Vlaanderen - Tour des Flandres ME,85,NORSGAARD Mathias,Movistar Team
Ronde van Vlaanderen - Tour des Flandres ME,86,DE TIER Floris,Wagner Bazin WB
Ronde van Vlaanderen - Tour des Flandres ME,87,BLUME LEVY William,Uno-X Mobility
Ronde van Vlaanderen - Tour des Flandres ME,88,VAN POPPEL Danny,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,89,BYSTRØM Sven Erik,Groupama - FDJ
Ronde van Vlaanderen - Tour des Flandres ME,90,MORGADO António,UAE Team Emirates - XRG
Ronde van Vlaanderen - Tour des Flandres ME,91,EDDY Patrick,Team Picnic PostNL
Ronde van Vlaanderen - Tour des Flandres ME,92,EPIS Giosuè,Arkéa - B&B Hotels
Ronde van Vlaanderen - Tour des Flandres ME,93,LAMBRECHT Michiel,Wagner Bazin WB
Ronde van Vlaanderen - Tour des Flandres ME,94,SIMMONS Colby,EF Education - EasyPost
Ronde van Vlaanderen - Tour des Flandres ME,95,COLMAN Alex,Team Flanders - Baloise
Ronde van Vlaanderen - Tour des Flandres ME,96,STEIMLE Jannik,Q36.5 Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,97,DEMAN Brem,Team Flanders - Baloise
Ronde van Vlaanderen - Tour des Flandres ME,98,GONZÁLEZ David,Q36.5 Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,99,GRADEK Kamil,Bahrain - Victorious
Ronde van Vlaanderen - Tour des Flandres ME,100,KLUCKERS Arthur,Tudor Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,101,SWIFT Connor,INEOS Grenadiers
Ronde van Vlaanderen - Tour des Flandres ME,102,LE GAC Olivier,Groupama - FDJ
Ronde van Vlaanderen - Tour des Flandres ME,103,BAUHAUS Phil,Bahrain - Victorious
Ronde van Vlaanderen - Tour des Flandres ME,104,REINDERS Elmar,Team Jayco AlUla
Ronde van Vlaanderen - Tour des Flandres ME,105,LOZOUET Léandre,Arkéa - B&B Hotels
Ronde van Vlaanderen - Tour des Flandres ME,106,SERRANO Gonzalo,Movistar Team
Ronde van Vlaanderen - Tour des Flandres ME,107,STEWART Jake,Israel - Premier Tech
Ronde van Vlaanderen - Tour des Flandres ME,108,SWIFT Ben,INEOS Grenadiers
Ronde van Vlaanderen - Tour des Flandres ME,109,JUNGELS Bob,INEOS Grenadiers
Ronde van Vlaanderen - Tour des Flandres ME,110,MORO Manlio,Movistar Team
Ronde van Vlaanderen - Tour des Flandres ME,111,MOZZATO Luca,Arkéa - B&B Hotels
Ronde van Vlaanderen - Tour des Flandres ME,112,SHEEHAN Riley,Israel - Premier Tech
Ronde van Vlaanderen - Tour des Flandres ME,113,ASKEY Lewis,Groupama - FDJ
Ronde van Vlaanderen - Tour des Flandres ME,500,WELLENS Tim,UAE Team Emirates - XRG
Ronde van Vlaanderen - Tour des Flandres ME,500,VERCOUILLIE Victor,Team Flanders - Baloise
Ronde van Vlaanderen - Tour des Flandres ME,500,DILLIER Silvan,Alpecin - Deceuninck
Ronde van Vlaanderen - Tour des Flandres ME,500,NABERMAN Tim,Team Picnic PostNL
Ronde van Vlaanderen - Tour des Flandres ME,500,ROOSEN Timo,Team Picnic PostNL
Ronde van Vlaanderen - Tour des Flandres ME,500,LIEPIŅŠ Emīls,Q36.5 Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,500,PARISINI Nicolò,Q36.5 Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,500,VAN EETVELT Lennert,Lotto
Ronde van Vlaanderen - Tour des Flandres ME,500,GIDDINGS Joshua,Lotto
Ronde van Vlaanderen - Tour des Flandres ME,500,BERCKMOES Jenno,Lotto
Ronde van Vlaanderen - Tour des Flandres ME,500,PICKRELL Riley,Israel - Premier Tech
Ronde van Vlaanderen - Tour des Flandres ME,500,BOIVIN Guillaume,Israel - Premier Tech
Ronde van Vlaanderen - Tour des Flandres ME,500,VAN ASBROECK Tom,Israel - Premier Tech
Ronde van Vlaanderen - Tour des Flandres ME,500,KRIEGER Alexander,Tudor Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,500,EDMONDSON Alex,Team Picnic PostNL
Ronde van Vlaanderen - Tour des Flandres ME,500,HESTERS Jules,Team Flanders - Baloise
Ronde van Vlaanderen - Tour des Flandres ME,500,DEGENKOLB John,Team Picnic PostNL
Ronde van Vlaanderen - Tour des Flandres ME,500,VANDENSTORME Dylan,Team Flanders - Baloise
Ronde van Vlaanderen - Tour des Flandres ME,500,VANHOOF Ward,Team Flanders - Baloise
Ronde van Vlaanderen - Tour des Flandres ME,500,SKAARSETH Anders,Uno-X Mobility
Ronde van Vlaanderen - Tour des Flandres ME,500,RESELL Erik Nordsæter,Uno-X Mobility
Ronde van Vlaanderen - Tour des Flandres ME,500,BEZZA Quentin,Wagner Bazin WB
Ronde van Vlaanderen - Tour des Flandres ME,500,DESAL Ceriel,Wagner Bazin WB
Ronde van Vlaanderen - Tour des Flandres ME,500,REYNDERS Jens,Wagner Bazin WB
Ronde van Vlaanderen - Tour des Flandres ME,500,VERMOOTE Jelle,Wagner Bazin WB
Ronde van Vlaanderen - Tour des Flandres ME,500,VLIEGEN Loïc,Wagner Bazin WB
Ronde van Vlaanderen - Tour des Flandres ME,500,BJERG Mikkel,UAE Team Emirates - XRG
Ronde van Vlaanderen - Tour des Flandres ME,500,DECLERCQ Tim,Lidl - Trek
Ronde van Vlaanderen - Tour des Flandres ME,500,PETIT Adrien,Intermarché - Wanty
Ronde van Vlaanderen - Tour des Flandres ME,500,MAHOUDO Nolann,Cofidis
Ronde van Vlaanderen - Tour des Flandres ME,500,MAYRHOFER Marius,Tudor Pro Cycling Team
Ronde van Vlaanderen - Tour des Flandres ME,500,ROBEET Ludovic,Cofidis
Ronde van Vlaanderen - Tour des Flandres ME,500,MEURISSE Xandro,Alpecin - Deceuninck
Ronde van Vlaanderen - Tour des Flandres ME,500,PLANCKAERT Edward,Alpecin - Deceuninck
Ronde van Vlaanderen - Tour des Flandres ME,500,NARVÁEZ Jhonatan,UAE Team Emirates - XRG
Ronde van Vlaanderen - Tour des Flandres ME,500,AFFINI Edoardo,Team Visma | Lease a Bike
Ronde van Vlaanderen - Tour des Flandres ME,500,VAN DER SANDE Tosh,Team Visma | Lease a Bike
Ronde van Vlaanderen - Tour des Flandres ME,500,LAMPERTI Luke,Soudal Quick-Step
Ronde van Vlaanderen - Tour des Flandres ME,500,VAN LERBERGHE Bert,Soudal Quick-Step
Ronde van Vlaanderen - Tour des Flandres ME,500,THEUNS Edward,Lidl - Trek
Ronde van Vlaanderen - Tour des Flandres ME,500,VAN HOECKE Gijs,Intermarché - Wanty
Ronde van Vlaanderen - Tour des Flandres ME,500,VAN SINTMAARTENSDIJK Roel,Intermarché - Wanty
Ronde van Vlaanderen - Tour des Flandres ME,500,SWEENY Harry,EF Education - EasyPost
Ronde van Vlaanderen - Tour des Flandres ME,500,WALKER Max,EF Education - EasyPost
Ronde van Vlaanderen - Tour des Flandres ME,500,LEIJNSE Enzo,Team Picnic PostNL
Ronde van Vlaanderen - Tour des Flandres ME,500,ERMAKOV Roman,Bahrain - Victorious
Ronde van Vlaanderen - Tour des Flandres ME,500,SCOTSON Miles,Arkéa - B&B Hotels
Ronde van Vlaanderen - Tour des Flandres ME,500,TORRES Albert,Movistar Team
Ronde van Vlaanderen - Tour des Flandres ME,500,ROMELE Alessandro,XDS Astana Team
Ronde van Vlaanderen - Tour des Flandres ME,500,GAUTHERAT Pierre,Decathlon AG2R La Mondiale Team
Ronde van Vlaanderen - Tour des Flandres ME,500,DE PESTEL Sander,Decathlon AG2R La Mondiale Team
Ronde van Vlaanderen - Tour des Flandres ME,500,LE HUITOUZE Eddy,Groupama - FDJ
Ronde van Vlaanderen - Tour des Flandres ME,500,THIERRY Pierre,Arkéa - B&B Hotels
Ronde van Vlaanderen - Tour des Flandres ME,500,HERMANS Quinten,Alpecin - Deceuninck
Ronde van Vlaanderen - Tour des Flandres ME,500,CAPIOT Amaury,Arkéa - B&B Hotels
Ronde van Vlaanderen - Tour des Flandres ME,500,MULLEN Ryan,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,500,LAZKANO Oier,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,500,MACIEJUK Filip,Red Bull - BORA - hansgrohe
Ronde van Vlaanderen - Tour des Flandres ME,500,SÜTTERLIN Jasha,Team Jayco AlUla
Ronde van Vlaanderen - Tour des Flandres ME,500,ALLEGAERT Piet,Cofidis
Ronde van Vlaanderen - Tour des Flandres ME,500,DE BONDT Dries,Decathlon AG2R La Mondiale Team
Ronde van Vlaanderen - Tour des Flandres ME,501,VAN DEN BERG Marijn,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,1,POWLESS Neilson,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,2,VAN AERT Wout,Team Visma | Lease a Bike
Dwars door Vlaanderen - A travers la Flandre ME,3,BENOOT Tiesj,Team Visma | Lease a Bike
